"projectNr" "projectRegion" "sponsor" "Approved" "Signed" "enterpriseBase" "totalProjectCost" "riskManagement" "guarantee" "loan" "equity" "URL"
"33009" "South Asia" "Snowman was initially promoted by the Amalgam group in 1997. Subsequently, three Japanese companies (Mitsubishi Corporation, Mitsubishi Logistics Corporation and Nichirei Logistics Group) acquired a significant stake in Snowman. In November 2006, Gateway Distriparks Ltd. (GDL or the Sponsor) acquired a majority stake in Snowman. Today, GDL has management control and holds a 53% stake in Snowman. The other major shareholders - Mitsubishi Corporation, Mitsubishi Logistics Corporation and Nichirei Logistics Group together hold approximately 26% of Snowman. IFC holds a 19.9% equity stake via its equity investment in the Company in 2010." "2013-04-15" "2013-04-22" "Not found or country name unknown" "The estimated cost of the Project is approximately $ 4.4 million. The proposed IFC investment is a US$2.8 million A loan for IFC’s own account." "" "" "2.76" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/0eba6789d2e5c7b985257b0b005aa85c?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d4592454129f0cfb85257b0b005abbd6?OpenDocument"
"33017" "Sub-Saharan Africa" "Investec Africa Private Equity Fund 2 GP Limited, a wholly owned subsidiary of Investec Asset Management Guernsey Limited, will act as the General Partner of the Fund and will be responsible for operating the Fund and making all investment decisions on behalf of the Fund. Investec Asset Management Guernsey Limited will act as the Adviser and provide investment advisory services to the General Partner. Investec Asset Management was founded in 1991 and is an independently managed entity within Investec Group. It has investment and operational hubs in Cape Town and London, with client group teams in Africa, Australia, America, Asia, Europe and the Middle East. It has assets under management of over US$100 billion. Total investments in Africa are over US$39 billion, with investments in private equity, fixed income, special situations and co-investments." "2014-03-05" "2014-04-25" "Not found or country name unknown" "The Fund has a target equity investment of up to US$350 million in third party commitments, of which IFC expects to invest up to US$30 million in equity, not to exceed 20% of total committed capital." "" "" "" "30" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/5d53b65ba7e580ab85257c370066e504?OpenDocument"
"33018" "East Asia and the Pacific" "PT Ciputra Development Tbk is one of the largest property developers in Indonesia and is a publicly listed company on the Indonesia Stock Exchange. The company was incorporated in 1981 as a family owned business and was listed in 1994. Current shareholding structure is 61% held by the public and 39% held by Dr. Ir. Ciputra and family." "2013-07-19" "2013-07-23" "Not found or country name unknown" "CR targets to raise up to IDR500bn in a bond issuance and IFC proposes to provide credit enhancement through a partial credit guarantee with an expected amount of up to IDR100bn." "" "25.19" "" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/0ab014cf0c26015585257cad00759ff6?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f6410bfb7c32ae8b85257cad0075cc78?OpenDocument"
"33020" "Sub-Saharan Africa" "The Project’s Sponsors are Electricidade de Mozambique (“EDM”), the integrated public power utility in Mozambique and Sasol New Energy, a wholly owned subsidiary of Sasol Limited of South Africa (“Sasol”). EDM will hold 51% and Sasol will hold 49% of the special purpose vehicle incorporated in Mozambique - Central Termica De Ressano Garcia S.A. (“the Project Company” or “CTRG”)." NA NA "Not found or country name unknown" "The total project cost is estimated at US$ 273 million. The proposed IFC investment is US$ 70 million A loan for IFC’s own account and US$ 35 million in syndicated B loan." NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1c57ffdd813f335985257d1500626912?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/73905e6b9f33e36d85257d1500625432?OpenDocument"
"33021" "Middle East and North Africa" "The Fund will be managed by Mediterrania Capital Partners (“Mediterrania”)." "2013-09-13" "2013-09-27" "Not found or country name unknown" "The proposal is for IFC to make an equity investment of up to Eur 15 million in the Fund, not exceeding 20% of total commitments." "" "" "" "19.86" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/aa74d71bcd89c4f085257b8000586be8?OpenDocument"
"33025" "WORLD" "CG is a privately-held company that was founded in 2005 by its Chief Executive Officer Joseph Brandt and Reservoir Capital Group, LLC, a New-York based investment firm with approximately $6.6 billion in assets under management. CG currently owns over 30 power plants around the world totaling approximately 2.8 GW of installed capacity and projects under construction by YE 2013 in 15 countries on 4 continents. Shareholders: The Company’s major shareholders include 99.6% which is owned by a group of private equity funds controlled by Reservoir Capital Group LLC as a General Partner, with the remaining 0.4% owned by management." "2013-05-16" NA "France" "CG is planning to invest an average ~US$650 million over the next three years as the acquisition and development projects in its pipeline reach financial close. This will be financed by IFC’s loan as well as from dividends from its existing operating companies.  The proposed IFC investment is a US$250 million, comprising: i) a US$150 million senior secured loan for IFC’s own account and ii) up to $100 million in parallel or B loans." "" "" "135" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a6733a7ff2f837c985257b0500780577?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/ba0dcd423f68757085257b0500786ec3?OpenDocument"
"33028" "Latin America and the Caribbean" "Coocique (the “Company”) is a leading regulated, deposit-taking, finance company organized as a cooperative with close to 100,000 members in Costa Rica. Coocique was created in 1965 in the community of San Carlos and was originally formed by 100 members from various economic sectors. Since then, Coocique continued its expansion to other regions, although with strong concentration in the northern regions of Costa Rica. As of December 2012, Coocique had US$224.3 million in total assets and US$141.4 million in net loans, out of which 37.6% are for women. The equity base stood at US$34.6 million and it is the 5th largest of the 31 supervised financial sector cooperatives, holding 7.1% market share in terms of assets." "2013-05-20" "2013-06-22" "Costa Rica" "The proposed IFC investment is a 5 year credit line for IFC’s own account of up to CRC 2.5 billion (US$5 million equivalent)." "" "" "5" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/ec9086ba5040b0d385257b2f006e5381?OpenDocument"
"33030" "Europe and Central Asia" "The Bank is 46% owned by Microcredit Agency (MCA) Bai Tushum which was established through the consolidation of two farmer-lending associations by ACDI/VOCA (USA) and CARITAS (Switzerland). Other shareholders include Triple Jump B.V. (15%), BlueOrchard Private Equity Fund (15%), responsAbility Global Microfinance Fund (15%) and the remaining 8% held by individuals." "2014-03-18" "2014-04-03" "Not found or country name unknown" "The proposed project consists of a senior loan of up to US$4 million in local currency from IFC’s own account." "" "" "4" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f4c0bbbe91dfe57985257c69006b0981?OpenDocument"
"33031" "Europe and Central Asia" "Unibank is owned by Mr. Gagik Zakaryan (12.285%), Mr. George Piskov (12.285%) and Ripatonso Holding Ltd. registered in Cyprus (75.43%). Mr. Zakaryan and Mr. Piskov are founders of Unibank in Armenia) as well as Uniastrum bank  and Unistream bank in Russia. Unistream Bank is the operator of the Unistream money transfer system, which was originally launched at Uniastrum bank." "2013-12-05" "2013-12-19" "Armenia" "The proposed IFC investment is an A loan in the amount of up to US$10 million for IFC’s own account. IFC may also mobilize an agented parallel loan of up to US$7 million for the project from partner international financial institutions." "" "" "5" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f47d2fee5343afcb85257b5d00607e93?OpenDocument"
"33037" "Sub-Saharan Africa" "Access Ghana was incorporated as a private limited liability company following the acquisition of Horizon Finance Leasing Company in 2008. In 2012, Access Ghana merged with Intercontinental Bank Ghana. The merger was necessitated by Access Bank PLC’s acquisition of Intercontinental Bank PLC in Nigeria. Access Bank PLC is a full service commercial and retail bank with headquarters in Nigeria and operations across sub-Saharan Africa and the United Kingdom. It was incorporated in February 1989 as a privately owned financial institution and commenced banking operations in May 1989. It was listed on the Nigerian Stock Exchange.  Access Ghana is majorly owned by Access Bank PLC (92%) and the balance 8% split amongst 20 Ghanaian citizens and companies with none of them owning more than 2%." "2014-06-23" "2015-05-15" "Ghana" "The proposed IFC investment is estimated at US$30 million in senior convertible loan and US$20 million trade finance line." "" "" "30" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/195e0d24696361b185257cbc005a012a?OpenDocument"
"33038" "Middle East and North Africa" "Alliances is listed on the Casablanca Stock Exchange with a current market capitalization of approx. US$775 million as of December 2013. The Company is the second largest affordable homebuilder in Morocco with sales of US$470 million and net profit of US$128 million in 2012.  Established in 1994, Alliances has successfully transitioned from being a developer of high end residential projects and hotels to becoming the second largest affordable housing company in Morocco." "2013-06-06" "2013-12-20" "Not found or country name unknown" "IFC is planning to invest $50 million in straight equity and quasi equity instruments to help the Company implement its future operational plans in affordable housing." "" "" "0" "65" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/422d29a38031622a85257d7300652feb?OpenDocument"
"33057" "South Asia" "The Promoters, Malvinder Mohan Singh and Shivinder Mohan Singh, are Indian nationals who collectively own ~ 81.5% of the Company together with family and other entities as on December 31st, 2012. There are no other shareholders owning greater than 1% of the Company as of December 2012 as per the Bombay Stock Exchange website." "2013-03-14" "2013-05-08" "Not found or country name unknown" "The Company proposes to substantially increase its bed capacity in India. The expansion will include both new hospitals and the expansion of existing hospitals.  These projects are in various stages of development and implementation." "" "" "55" "45" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/c8c8e18149edc7d085257b650068fabf?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/ebfc850d2343b62385257b650068e7f9?OpenDocument"
"33063" "Latin America and the Caribbean" "Bladex is incorporated under the laws of Panama, where it has had a general banking license since 1979. The Bank built a diversified portfolio that roughly replicates the share of each Latin American country in the regional gross domestic product. The Bank currently serves both to financial institutions and corporate sector, offering short-term as well as medium- term lending. Shareholders: Bladex’s ownership structure as of December 31, 2013 is as follows: Regional central banks and designated state institutions (class A, 16.63% of the paid capital with certain minority shareholder protections rights); commercial banks (class B, 6.64%); up to 14,000 institutional and individual investors (class E, 76.73%, listed on the NYSE)." "2014-05-28" "2014-07-17" "Not found or country name unknown" "Up to $175 million to support the extension of trade and commodity financing to Bladex’s clients." "" "" "175" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/fcfc1457a8760a6585257c9900664b32?OpenDocument"
"33069" "South Asia" "PBIL is a closely held private limited company incorporated in 1999. The majority shareholding (72%) is held by Mr. JP Agrawal, his son Mr. Anand Bagaria and Nimbus Holdings. Mr. Virendra Shah and Mr. Ashok Kumar Bahety, business associates of the Agrawal family each hold 14% shares in PBIL." "2014-04-30" "2014-05-23" "Not found or country name unknown" "The total project cost including the balance sheet restructuring, is estimated to be up to US$ 8.0 million. The proposed IFC investment consists of equity of upto US$1.9 million along with a GAFSP investment of equity of upto US$1.9 million." "" "" "" "1.9" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/460400e1c27ef24d85257b8100679a4b?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d21b9f10f29997b385257b810067bbe1?OpenDocument"
"33071" "Sub-Saharan Africa" "Headquartered in London, Standard Chartered Bank has over 1,700 branches and outlets located in over 70 countries and has operated for over 150 years in some of the world's most dynamic markets. The group earns around 90 per cent of its income and profits in Asia, Africa and the Middle East, from its wholesale and consumer banking businesses. Its income and profits have more than doubled over the last five years primarily as a result of organic growth. It is among the top three global banks for trade. Standard Chartered Bank is committed to building a sustainable business over the long term and is holds high standards of corporate governance, social responsibility, environmental protection and employee diversity. It employs around 70,000 people, nearly half of whom are women. The group's employees are of 125 nationalities, of which about 70 are represented in the senior management. Standard Chartered Bank is listed on both London and Hong Kong stock exchanges. Moody’s and Standard & Poor’s rating for SCB are A2 and A+, respectively." "2013-06-28" "2013-07-01" "Not found or country name unknown" "IFC’s exposure will be up to $75 million through a risk sharing arrangement, whereby, IFC will effectively share the underlying credit risk of Chase with SCB." "" "75" "" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4f3ec50b72ede27785257b5d0060bdf1?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/88a9b98c7226801d85257b5e00768b2b?OpenDocument"
"33077" "Europe and Central Asia" "The company has been operating in Albania since 2004. It is publicly listed on the Toronto and London (AIM) Stock Exchanges. The company’s shares are widely held by a diverse range of investors, which include 82 mutual funds and institutions. Directors and management hold approximately 5.6% of the shares on a diluted basis. IFC holds a 3% stake in the company." "2013-04-01" "2013-05-30" "Canada" "The total cost of the project is estimated at US$$449 million to be implemented over the next two years. IFC is considering a debt facility of up to US$50 million, which will supplement IFC’s existing debt facility to the company and will be part of joint IFC/EBRD financing for this project. The Company plans to finance the remainder of its funding requirement through financing from EBRD, existing cash balances, and internal cash generation." "" "" "50" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1570b2d8cffd40de85257b0a005d04a1?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/cb12eb27ce63a56b85257b0a005ce573?OpenDocument"
"33079" "Europe and Central Asia" "DeltaCredit Bank is a wholly-owned subsidiary of Rosbank, Russia’s privately-owned bank, which is in turn 82.3956% owned by the international publicly traded banking group Société Générale. Other shareholders in Rosbank include two legal entities beneficially owned by Vladimir Potanin (7.026%), VTB Bank (9.9899%), and free floating shares (0.5885%)." "2013-05-21" "2013-09-02" "Not found or country name unknown" "The total project cost is estimated at up to $70 million, consisting entirely of an A Loan for IFC’s own account. The IFC loan will be disbursed in United States Dollars and/or Russian Rubles." "" "" "70" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/83791923be9eeeb385257b4f006b8386?OpenDocument"
"33097" "Europe and Central Asia" "The Project’s Sponsor is Mr. Igor Naumets.  Mr. Naumets, President of Unigran Group, is an ultimate beneficiary with supermajority voting rights of 77% of Unigran Group S.A., a consolidating Luxemburg entity. Elena Naumets, Igor Naumets’s wife, controls another 15% of Unigran.  Jointly as a family (“Naumets Family”), Mr. and Mrs. Naumets ultimately control 92% of Unigran. Mr. Naumets has been involved in the aggregates business since 1995 starting as a trader, selling aggregates from Ukrainian quarries into Russia, before establishing his quarry business in Ukraine." "2013-05-31" NA "Ukraine" "Total Project cost is estimated at $52 million (through 2016) and consists of investments in: (1) business expansion in aggregates output and logistics capacities, in pavement tiles production and in drilling and blasting services; (2) operational and cost efficiency through de-bottlenecking of the current operations and logistics; (3) energy efficiency through diesel fuel consumption reduction. The proposed IFC investment is a $17-million mix of debt and equity/quasi equity. The proceeds of the IFC investment will be used to partially fund Unigran’s investment program, with the remainder through the Company’s cash generation." "" "" "12" "8" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/89ec9f3c83ab5a1285257b58006c374f?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/96f5185fdf76b29e85257b58006c0b45?OpenDocument"
"33098" "Sub-Saharan Africa" "Sponsor: As was the case for the Initial Project, the Sponsor is Eiffage S.A., one of Europe’s largest construction and concession companies with over 2,000 km of toll roads under concession through its affiliate APRR.  Eiffage S.A.’s ownership structure is as follows: 38.2% free float, 28.1% employees, 20.1% BPI Group, 5.7% Blackrock, 5.5.% Eiffaime, 2.4% others. Project Company: The Project Company, SENAC S.A., is the Special Purpose Vehicle (“SPV”) created for the Initial Project. The Project Company will expand its scope of activities to be in charge of carrying out the Project acting as the Concessionaire under the new concession contract. The Project Company is incorporated in Senegal and 100% owned by Eiffage S.A.." "2014-09-30" "2014-12-04" "Not found or country name unknown" "The Project’s estimated cost is EUR120m. The proposed IFC additional investment in the Project Company is for up to EUR[15]m, including an A loan and a C loan (the allocation between the two products remains to be determined)." "" "" "35.22" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/7f5985b6ea3c370985257ccb005f9d7f?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/97aef274abb6ba8b85257ccb005ebe15?OpenDocument"
"33099" "Europe and Central Asia" "The Project Sponsor is Mr. Lyubomir Minchev, who owns 78.18% of the Company and was the co-founder and has been the chief executive officer of the Company since its inception in 2001. The other shareholders in the Company are Mr. Ivo Evgeniev who indirectly owns 8.41% of the Company, and Mezzanine Management Central Europe, a mezzanine investment firm who owns a combined 13.41% of the Company through three umbrella investment funds - Accession Investment Capital B.V., which owns 4.75%, Accession Mezzanine Capital III Limited, which owns 3.66%, and Accession Mezzanine Capital III B.V., a warrant holder entitled to 5.00%. The ownership is calculated on a fully diluted basis prior to IFC investment." "2013-05-31" NA "Not found or country name unknown" "Total Project Costs is estimated at EUR25 million over the next two years.  The proposed IFC investment is in form of equity of up to EUR7.5 million." "" "" "" "9.81" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d7401f181ef1539085257b5c006eb115?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f28f1100f4c40e6b85257b5c006ed8bf?OpenDocument"
"33116" "Sub-Saharan Africa" "The Fund is sponsored by Lereko Metier, an established South African fund manager that brings a combination of skill sets that are well positioned in the Southern African private equity context. The arrangement leverages the private equity deal skills of Metier Investment & Advisory Services (Pty) Ltd (“Metier”) and Lereko Investments (Pty) Ltd (“Lereko”) with a dedicated team specialized in the renewable energy, low-carbon and environmental management industries. Lereko was established in late 2004 as a black-owned investment company intended to have a transformative impact. Metier is a leading private equity and investment management business." "2013-06-11" "2013-11-01" "Not found or country name unknown" "The Fund has a target equity investment of up to US$120 million, of which IFC expects to invest up to US$20 million in equity, not to exceed 20% of total Committed capital." "" "" "" "20" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f516a8eb5128c9fc85257b430065fe98?OpenDocument"
"33120" "East Asia and the Pacific" "The sponsor of the Project is ENN Energy Holdings Ltd (“ENN”), formerly known as Xinao Gas, an existing IFC client and a leading gas distribution company in China.  ENN is registered in Cayman Islands and listed on the Hong Kong Stock Exchange. ENN was founded in 1993 and is one of the largest privately-owned gas distribution companies in China operating almost 20,000km of city gas distribution networks in 14 provinces/municipalities in Eastern and Central China, serving a connected population of about 53 million in 110 cities, with 7.4 million household connections and 27,000 commercial and industrial users. ENN Group employs 22,000 people in over 100 subsidiaries.   Mr. Wang is co-founder, Chairman, and a controlling shareholder of ENN. He and his wife, Ms. Zhao Baoju, collectively own 30.11% of ENN, largely through their ownership of ENN Group International Investment Limited, a BVI-domiciled company. The remaining ownership is split between Capital Research and Management company 12%, Commonwealth Bank of Australia (9%), JPMorgan Chase & Co. (6%), and some smaller and more dispersed investors through the listing on the Hong Kong Stock Exchange." "2013-05-20" "2013-05-31" "Not found or country name unknown" "The total project cost is estimated at US$336 million which will be financed 45:55 by debt and equity.  The proposed IFC investment involves a debt financing to ENN in an amount of US$150 million, comprising an A loan of US$75 million and a syndicated B loan of US$75 million." "" "" "75" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/422b36521f4ae9ee85257b4900666529?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d155c16b77a10d0c85257b490066583d?OpenDocument"
"33121" "Middle East and North Africa" "Renaissance  is a company incorporated in Oman which is listed on the Muscat Securities Market of Oman and has a varied and  diversified shareholder base of over 4,800 shareholders. The largest shareholder in Renaissance is Tawoos LLC which owns 15.1% of the Company, followed by HSBC A/C Ministry of Defence Pension Fund (5.8%), Amani Financial Services SAOC (5.5%), Mr. Samir Fancy (5.2%) and TISCO (5.1%) with the balance spread across other shareholders." "2013-02-26" "2013-03-19" "Oman" "IFC is expected to make an investment of US$30 million in the Company in the form of Mandatory Convertible Bonds (“MCBs”) held by its subsidiary Tawoos Industrial Services Company LLC (“TISCO”). The MCBs are part of the public issue that the Company closed in July 2012 and IFC’s purchase of MCBs from TISCO constitutes the portion of MCBs that were allocated to TISCO for future release in line with the Company’s investment requirements. IFC’s funds will be utilized in the Company’s marine business." "" "" "0" "30" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6bf3d16c44a5dcb785257b87005d8d23?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/c885db79592bea1f85257b87005d7b09?OpenDocument"
"33123" "Sub-Saharan Africa" "HPL is wholly owned by Mrs Olubukola George and her husband Mr Charles George.  Mrs George is CEO of the Company while her husband is a member of the Board of Directors.  Mrs George is a registered pharmacist with the Pharmacists Council of Nigeria and the Royal Pharmaceutical Society of Great Britain.  She has over 20 years of experience in the pharmaceutical industry.  Mrs George started her career as a medical representative, first at May & Baker, and later at SmithKline Beecham, now GSK.  Prior to establishing HPL, she spent some years in the UK working with John Bell & Croyden Pharmacy.  She holds an MBA from the Lagos Business School." "2014-10-15" "2014-10-17" "Not found or country name unknown" "The total project cost (excluding the new shops) is estimated at $7.9 million, which will be financed with a combination of debt financing and internal generated cash.  IFC has proposed to provide financing of up to US$3.0 million. ." "" "" "5" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/73b433777f96bb0285257c8d0050242f?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a140aa0819e009da85257c8d0050398a?OpenDocument"
"33127" "East Asia and the Pacific" "Shangri-La Asia Limited (“Shangri-La”), headquartered in Hong Kong, is a leading owner and operator of deluxe hotels and resorts primarily in Asia. Shangri-La is listed on the Hong Kong Stock Exchange.     Kuok (Singapore) Limited is an investment holding company based in Singapore and Kerry Holdings Limited is an investment company based in Hong Kong.  Shangri-La, Kuok (Singapore) Limited and Kerry Holdings Limited and their subsidiaries together own the entire share capital of the Project companies." "2013-12-19" "2014-03-26" "Not found or country name unknown" "Total Project cost is expected to be US$241 million and IFC is considering the provision of a debt financing package of up to US$80 million." "" "" "80" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/22af3e9e9bfcb1fc85257c21006beeec?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/327573af3c08c93085257c21006cde3c?OpenDocument"
"33134" "South Asia" "Parag was established in 1992 by Mr. Devendra Shah who is the main sponsor and the Chairman of the Group. Mr. Shah has over 25 years of experience in the field of dairy and allied activities. His two brothers, Mr. Pritam Shah (Managing Director) and Mr. Parag Shah (Director) are also co-sponsors in the Company and  responsible for its day to day operations. The Company is privately held, with all local sponsors. Currently, the three promoters and their family own ~58% of Parag. Private equity funds, IDFC and Motilal Oswal own ~21% and ~12% respectively." "2013-08-27" "2013-09-13" "Not found or country name unknown" "The total project cost is estimated at US$32.7 million, of which US$13.9 million or 42% has already been funded through an equity investment by IDFC in September 2012. IFC proposes to invest up to US$17 million in the project." "" "" "15" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4b32179f3d01bc9285257b6b00699cbd?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/891faaf1e1446e3585257b6b0069bcfd?OpenDocument"
"33142" "Latin America and the Caribbean" "ON was founded by Fares Nassar and Zaki Rakib, two entrepreneurs who still hold management positions and minority stakes in the Company. In 2012, Quantum Strategic Partners (“QSP”), a private investment vehicle headquartered in New York and associated with Soros Fund Management, acquired a majority stake in the Company.  Quantum Strategic Partners is a private investment vehicle managed by Soros Fund Management LLC (“SFM”). SFM is a multi-strategy fund that manages over U$S25 billion in assets. QSP focuses globally on private investments in several strategies, including capital-intensive start-ups, buyouts, and growth equity transactions. Fares Nassar has held several positions in engineering and marketing at leading California/Silicon Valley vendors such as Ericsson & IBM. In 1992, he founded Lotier (the vehicle through which he owns a minority stake in ON Telecom), a company focused in broadband technology and applications, particularly in developing markets, which has deployed networks and business ventures in Latin America, Africa, the Middle-East and Europe. In 2000, Fares co-founded and headed Chello Latam, a multinational broadband Internet Service Provider (“ISP”) in partnership with Chello Europe, then Europe´s largest broadband ISP and sold it to Liberty Global in 2004. In 2008, Lotier invested in Comium Data, a multinational wireless broadband operator operating Wimax networks in Lebanon and 8 countries in Africa. Mr. Nassar holds Master Degrees in Engineering and Management from Stanford University, and a Bachelor Degree in Electrical Engineering. Zaki Rakib is an entrepreneur in the telecom field, having founded and managed several technology and media ventures. In 1994, Mr. Rakib co-founded Silicon Valley-based Terayon and served as its CEO from inception to September 2004. Terayon developed equipment for broadband service providers to deliver voice, video and data services. It was the major supplier to the Brazilian cable operator NET and enabled the deployment of the first cable modem service in Brazil. Terayon was ultimately sold to Motorola. Mr. Rakib holds a Ph.D. in Mechanical Engineering from the Ben-Gurion University in Israel." "2014-04-30" "2014-05-30" "Brazil" "Total Project Cost is estimated at US$250 million. The proposed IFC investment amounts to up to US$90 million (36% of the Project Cost), including an up to US$20 million equity investment, an up to US$30m million senior loan for IFC’s own account, and up to US$40 million in syndicated or parallel loans." "" "" "30" "25" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/49685736386a357385257c9f00549e43?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d1507a57025ee6d785257c9f005471cd?OpenDocument"
"33143" "Europe and Central Asia" "TSKB is owned 50% by Isbank Group (Turkey) and 8.4% by T. Vakıflar Bankası T.A.O. (Turkey). Free float is 41.6%." "2013-05-02" "2013-05-31" "Turkey" "Total project cost is US$75 million, to be used entirely for pollution abatement and resource efficiency lending in Turkey." "" "" "75" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d8036835a467520b85257b270066ef97?OpenDocument"
"33154" "Europe and Central Asia" "Denizbank, headquartered in Istanbul, is a universal bank with a focus on retail, SMEs, exporters, PPP finance and agriculture. Denizbank is majority owned by Sberbank of Russia, which holds 99.85% of the shares. 0.15% is publicly traded. Denizbank is an existing client of IFC since April 2011, with the Diversified Payment Rights project with the amount of EUR 50 million and maturity of 7 years." "2013-04-24" "2013-05-14" "Turkey" "The Project targets a total bond issue of up to EUR300 million equivalent of which IFC will consider investing up to TRY125million (US$70 million equivalent ) for IFC’s own account." "" "" "69.02" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8da7c4e1ae1923ab85257b330067f77b?OpenDocument"
